cid,zipcode,x,y
3949898,11374,-8222151.10,4972536.82
4063523,10012,-8237303.46,4971698.94
4341902,11212,-8227594.62,4961485.70
196818,11211,-8232435.03,4969418.49
3992535,,-8224935.20,4996282.32
3154233,10029,-8231143.36,4982683.72
4121502,11434,-8211451.63,4963964.63
4227700,,-8226328.92,4974371.61
3927751,,-8222192.29,4986723.43
2888606,,-8221537.56,4986777.31
4512531,10466,-8221283.92,4996425.60
3830002,10017,-8234284.92,4975363.70
4457966,11374,-8222375.30,4972495.10
108207,10463,-8227030.93,4993571.23
4037590,,-8255465.68,4946417.27
4218039,10455,-8226420.20,4984879.55
4255738,11434,-8212446.27,4963890.66
3689641,10022,-8235003.49,4976974.31
79122,10451,-8227769.38,4986541.01
3458646,11217,-8235665.28,4966242.18
3285149,10029,-8232255.55,4981101.14
4202020,10465,-8223188.04,4994408.95
3446371,,-8223413.46,4992823.43
4459831,10468,-8226578.27,4993219.42
3435479,,-8226591.63,4972000.50
1005442,10034,-8227928.17,4993526.51
247062,11355,-8218079.60,4975805.89
3310833,11357,-8217179.27,4982117.85
4584268,11220,-8238466.08,4959032.34
3222154,10013,-8238158.37,4971327.80
120250,11235,-8231561.38,4952534.38
4483459,11212,-8227939.71,4963259.57
4152672,,-8236770.13,4965278.16
4437556,11210,-8230766.11,4956724.64
3811401,,-8237509.85,4966768.92
4487082,11239,-8224260.60,4960275.67
150025,11226,-8233432.88,4960821.93
3868370,10128,-8232209.93,4980332.31
5711,10012,-8236978.89,4971176.20
165496,11208,-8222087.99,4962780.31
3732837,11224,-8235684.21,4949929.97
3540295,11228,-8239437.90,4955775.20
4057890,,-8223632.76,4988244.98
3960253,11226,-8233022.11,4960786.69
98952,10469,-8219263.87,4993467.10
7409,10013,-8237752.35,4970825.10
2984211,,-8236486.86,4968405.53
4024829,,-8232226.63,4974539.25
4080687,11361,-8213357.97,4978758.93
4095111,10016,-8234853.21,4974960.36
3811982,10002,-8237185.35,4970187.60
166370,11207,-8225935.13,4963470.08
3924066,,-8226052.85,4974537.19
3738561,,-8231254.81,4980845.12
4403477,,-8228343.80,4988148.90
2817846,10469,-8220729.31,4994681.21
4370418,,-8230359.80,4965337.90
155367,11225,-8233502.83,4962395.12
3722955,11212,-8228530.82,4961845.64
3347398,,-8206792.86,4976146.39
4396918,,-8219699.84,4972289.15
167379,11207,-8226515.46,4964799.80
4046283,10002,-8236852.51,4971124.63
4041478,11103,-8227884.72,4978259.32
3502003,11355,-8218502.49,4975100.24
3897095,,-8219375.90,4974562.76
3212889,10035,-8230660.59,4982544.95
168443,11207,-8226160.08,4964629.77
3198276,10026,-8232830.95,4983252.19
4415806,,-8256709.12,4959286.72
3800106,,-8235211.66,4975750.46
4611077,11228,-8239162.94,4957460.91
4031481,10011,-8238259.03,4974920.69
4038907,11238,-8234268.89,4964574.62
3976339,,-8219568.49,4974409.37
4620873,11225,-8232875.62,4963859.83
4282807,11434,-8211903.03,4962247.57
4288558,,-8253869.92,4957179.45
3984125,11231,-8236737.85,4964807.27
4401689,11210,-8231840.35,4958666.78
4295877,,-8233549.55,4979604.02
4073087,11377,-8227095.91,4975912.99
43024,10022,-8235053.36,4976883.25
4074203,10451,-8229045.11,4985443.49
125336,11204,-8236346.50,4955084.83
4346563,11435,-8217343.21,4969328.05
4004450,,-8211105.98,4965217.10
4005876,11385,-8227043.59,4968086.21
995237,11102,-8228712.02,4977910.17
4102466,11355,-8217955.47,4976493.01
4259594,11210,-8232458.17,4958771.96
3267735,11209,-8240768.11,4958029.45
96925,10466,-8220606.92,4997463.27
165432,11208,-8223108.99,4964249.41
3646555,,-8229979.08,4986787.42
3045344,,-8229176.47,4973139.59
3185429,,-8222332.59,4996727.87
4478223,11213,-8229975.75,4963611.36
3827229,10472,-8223699.55,4987906.58
3046665,,-8230278.29,4973700.12
4337797,11212,-8227218.36,4963451.24
4093466,,-8230457.20,4974076.88
1004223,10314,-8251074.43,4955458.80
4028108,,-8224399.75,4962980.73
3774297,,-8236200.73,4976081.24
3920404,11370,-8226140.79,4977299.85
3822823,10461,-8218398.07,4989059.41
4137240,11106,-8229783.72,4977364.51
3922015,,-8230385.40,4984577.59
1002905,11234,-8229936.03,4957623.90
3232802,10010,-8236841.27,4974494.64
3733884,11212,-8229124.71,4962744.16
3645694,,-8239855.35,4959735.04
3842743,10306,-8252392.15,4946619.01
123088,11214,-8236432.39,4954466.23
294551,10306,-8249860.96,4949190.57
3210411,10075,-8233353.87,4979111.17
3836660,,-8231366.13,4980413.17
4325206,11211,-8232290.08,4969125.84
3271514,10014,-8237878.89,4973015.15
3814589,11236,-8226932.27,4960335.09
3598092,10453,-8228053.26,4990802.53
4575051,10025,-8234874.47,4981934.92
3345218,10457,-8226506.67,4988425.05
4009217,11211,-8231698.97,4970787.41
133489,11220,-8237680.42,4959518.51
4336532,,-8233669.33,4982119.46
3327375,11229,-8232213.45,4954842.70
3667181,10458,-8225736.70,4992142.64
3875294,11375,-8221396.35,4973563.99
3788464,10018,-8237026.72,4976284.33
4345972,,-8226377.90,4975348.57
4592878,11379,-8223233.12,4971695.71
1015841,10002,-8236187.12,4970086.88
3733079,,-8233817.38,4982218.12
156441,11220,-8239107.29,4960252.90
3519927,10016,-8234898.29,4974253.92
4016502,11235,-8232956.88,4951020.73
4422867,10466,-8220592.63,4997781.06
4535767,,-8235019.63,4967654.83
145349,11236,-8228201.05,4959805.86
3493589,11233,-8228974.98,4965217.54
3966557,10469,-8221104.70,4993919.43
76935,10474,-8224727.62,4983614.54
3865435,11210,-8231002.11,4958907.65
3552847,10301,-8246085.90,4958789.27
3035032,,-8219362.93,4973153.80
238865,11377,-8226161.92,4975388.46
3217410,11211,-8232500.54,4970042.90
3814508,,-8230647.45,4962871.25
22828,10003,-8236523.58,4973844.95
3784466,10022,-8235030.76,4976923.32
2888502,,-8222807.85,4986573.67
3274377,11101,-8231985.00,4975534.76
3412386,10456,-8227779.41,4988455.98
3993884,10304,-8246148.24,4956519.76
4521462,,-8217146.17,4973945.09
3123536,,-8247347.91,4954669.06
3503777,,-8255705.02,4954484.79
3805558,11205,-8232907.90,4966979.16
2812979,10065,-8234154.86,4978085.11
4378803,,-8233324.24,4968810.12
3867445,10461,-8221908.98,4990822.10
18653,10001,-8238190.79,4976568.15
4391990,10462,-8222187.83,4988640.05
54166,10024,-8235017.15,4980041.40
4548865,10470,-8221357.39,4998332.93
104981,10462,-8222593.34,4990895.69
232873,11417,-8221017.70,4965239.97
4581364,11226,-8233692.70,4958900.32
4238202,10001,-8236703.90,4975493.16
3592023,10462,-8221249.41,4988649.02
3659040,10023,-8235174.37,4979012.94
3331496,10017,-8234921.45,4975847.40
4057717,11237,-8228652.16,4968824.51
356543,11417,-8220348.05,4965358.45
122853,11214,-8236178.24,4954266.98
4603734,,-8232191.00,4977939.19
165291,11208,-8223344.73,4965503.13
4348689,,-8213684.14,4974260.97
163643,11207,-8226160.08,4964629.77
3948027,11214,-8237859.39,4954666.17
4139438,,-8230808.42,4968789.12
3535626,,-8232403.62,4964311.89
4264143,11367,-8217914.28,4972401.67
4029221,11235,-8232639.62,4950823.44
332495,10468,-8225375.45,4993538.98
4171218,10474,-8225539.66,4984997.36
4473920,10466,-8219377.02,4995348.31
995564,11206,-8231346.07,4969481.52
3363899,11435,-8215846.42,4966823.76
3236993,,-8219101.32,4978651.91
3422005,11692,-8214641.49,4952672.20
4314307,11368,-8223229.78,4975688.30
3588523,11211,-8232260.02,4969793.57
3548742,11422,-8207569.36,4963136.00
3176382,10021,-8233113.59,4978107.28
3756808,10023,-8236296.47,4979223.88
294502,10306,-8249866.55,4950457.73
3867957,10312,-8256142.50,4946619.01
2812427,10027,-8233045.19,4985110.03
4249304,10458,-8225540.78,4992893.36
4003183,,-8230544.59,4985891.84
3208988,,-8233086.49,4968962.19
338044,10452,-8229298.19,4989420.96
4438312,10455,-8227407.60,4985284.63
249659,11355,-8218271.07,4975288.00
226686,11004,-8205890.55,4973758.44
3520103,10035,-8230751.09,4983820.16
4540790,,-8233964.88,4954351.65
3976038,10458,-8225408.31,4991440.84
1005676,11419,-8218842.63,4965952.79
26925,10016,-8235849.72,4975018.79
3543211,,-8238235.65,4970875.39
4009813,10035,-8230098.20,4983573.97
3639246,,-8229285.56,4960083.18
4005612,11219,-8236816.33,4959096.89
340526,11206,-8230228.57,4969024.07
3710183,10461,-8218929.51,4989414.78
159062,11220,-8239915.46,4959687.77
3737451,10016,-8235311.85,4975568.69
3319536,10467,-8224802.86,4994620.77
3720403,,-8226234.30,4989357.98
3921370,,-8236028.19,4975967.50
4064908,11374,-8223174.12,4971978.62
3581491,11434,-8213145.91,4963310.94
3515628,11379,-8224091.40,4969746.58
4358625,10465,-8217961.03,4985338.46
4175318,10314,-8251934.63,4955372.96
3440384,10002,-8236382.18,4970783.59
172226,11201,-8236792.14,4966678.12
4516989,10473,-8221037.90,4985466.43
3910806,,-8229149.75,4990129.38
358542,10031,-8231767.34,4987423.31
3454519,11209,-8241484.51,4958254.30
348746,11220,-8237615.45,4959601.06
4288414,11416,-8219914.69,4966381.64
4088922,11233,-8227646.94,4964999.26
3231733,11217,-8234875.39,4965383.53
4515613,11236,-8226903.33,4958267.79
4601740,,-8232015.68,4958579.94
3887563,11415,-8218761.42,4969656.85
4210223,,-8232086.36,4964420.95
4198717,11368,-8222742.20,4975950.75
3726282,10029,-8231109.53,4981436.47
3131037,10028,-8232877.58,4979971.59
4553104,10458,-8224635.75,4993448.78
4253724,,-8228948.27,4973173.35
4449104,,-8218372.91,4975901.82
50560,10028,-8232325.53,4979533.11
3957287,11214,-8236954.36,4953805.19
4244994,11378,-8225398.84,4972517.13
1037647,11207,-8224843.77,4964301.79
4246380,11207,-8225431.13,4963099.60
4619219,10310,-8251546.12,4958172.74
3939651,11434,-8212011.01,4965810.14
4558040,,-8226579.39,4986137.50
3742397,11218,-8234312.75,4959935.30
3966545,,-8220647.84,4971559.40
3274422,11361,-8212777.31,4978958.84
3956399,,-8234777.62,4973730.59
3931266,,-8210425.82,4963177.38
4363734,,-8255080.96,4955611.99
3799831,10306,-8249861.86,4949190.31
4468619,10457,-8226608.92,4990155.01
2839450,,-8234581.87,4974268.89
295205,10314,-8254448.21,4952079.54
3519711,,-8234438.54,4976299.03
3588017,11231,-8238383.71,4964199.17
4354420,,-8220540.86,4979033.66
4513139,11234,-8229183.15,4959007.40
4151716,11212,-8227662.53,4963506.57
213062,11432,-8215688.67,4969324.93
4355699,10469,-8221535.50,4992844.04
4169201,11364,-8212357.77,4973519.77
4546324,10464,-8215550.30,4992470.15
686346,11218,-8234160.10,4959957.20
4281089,11228,-8237844.92,4956277.04
3998870,,-8235395.89,4966231.31
4555168,10456,-8227161.14,4987454.16
4351425,,-8216368.05,4970530.83
3966432,11222,-8232635.17,4973286.62
3634811,10001,-8236548.05,4975168.71
4256416,11220,-8239042.72,4960335.09
3950431,11422,-8208173.27,4961966.70
3931121,11378,-8229063.48,4971077.05
3556323,11432,-8215123.94,4968827.30
241126,11101,-8230226.26,4974202.29
3695917,,-8230248.48,4983291.17
111056,10468,-8226879.97,4992116.14
3484969,,-8217285.32,4970787.41
4113664,11361,-8212828.09,4977551.17
3437987,10458,-8225273.61,4991769.51
4588098,10453,-8228228.03,4990856.39
4173454,10451,-8229034.65,4986836.26
308012,11207,-8226479.56,4964610.41
164859,11208,-8223997.69,4965257.90
3506740,,-8227894.07,4983577.50
164645,11208,-8223344.73,4965503.13
4099460,11225,-8233175.07,4961679.39
3689139,,-8218370.69,4979664.00
317326,11101,-8230365.82,4973982.63
3501576,,-8230500.06,4986723.43
47372,10128,-8231488.96,4980423.14
2822446,11226,-8231830.38,4959870.73
53946,10023,-8235660.87,4979163.56
3531671,10123,-8236573.09,4975731.50
3945048,10003,-8236890.91,4973458.06
3962195,10016,-8235281.23,4975196.05
4390577,11222,-8232500.47,4971935.43
3475256,,-8230360.47,4974019.14
3808524,,-8228275.90,4978513.31
3442597,11222,-8231636.63,4971152.25
3970636,11235,-8233424.42,4950934.10
3824604,11372,-8225427.23,4975712.40
3209382,11204,-8235463.46,4957754.34
4576826,,-8210871.54,4964587.25
4335823,11233,-8229337.88,4965214.60
3153051,11106,-8229755.29,4977885.26
3764349,10466,-8221769.72,4995420.17
3744514,11206,-8231928.29,4968861.95
31135,10017,-8234976.12,4975748.20
1011602,10022,-8234542.62,4976958.94
4101520,11233,-8228599.84,4965383.41
3753644,,-8219777.32,4974460.20
4222497,11225,-8232226.63,4963379.91
149463,11230,-8232586.97,4955890.62
4228487,,-8227279.59,4978312.08
3149147,11368,-8221870.74,4974352.02
4404866,,-8247534.17,4954772.19
3615053,11232,-8237524.32,4962737.12
3803910,11234,-8228599.84,4957052.44
3596806,,-8230628.08,4963132.62
3246871,10011,-8237699.36,4972938.14
3933870,11004,-8205949.66,4973903.07
4617429,11428,-8208294.05,4970934.28
4137318,,-8234967.31,4982376.05
3969495,,-8234535.39,4960940.60
3172447,10037,-8230527.54,4984700.77
3337572,11207,-8225891.26,4963244.45
3593110,,-8225634.95,4977988.43
3586027,,-8253282.15,4954024.39
4406892,11233,-8227407.60,4964773.07
997649,11436,-8214439.84,4964631.41
3407047,10010,-8235509.44,4973771.43
3896120,10459,-8224940.76,4986186.78
196865,11211,-8231769.45,4969855.05
3667075,10467,-8225037.06,4995297.07
3765958,,-8239530.30,4958156.90
3402011,,-8217338.75,4974028.17
3297302,10013,-8237752.35,4970825.10
3173588,11218,-8234607.32,4958818.62
3575705,10033,-8230520.10,4990227.54
3764482,11233,-8229082.96,4965972.06
2849346,,-8232312.40,4977759.32
92315,10468,-8226258.43,4991912.63
147372,11236,-8227618.62,4958625.49
3334660,10011,-8237261.48,4974480.16
4301479,10462,-8221406.37,4987877.89
4019030,10466,-8219634.16,4994993.76
3230596,11374,-8222030.85,4969931.34
3868032,11233,-8229363.49,4965380.03
3367628,11235,-8232396.39,4950130.91
4443300,11212,-8227816.82,4962633.22
3429432,11372,-8225066.56,4975404.70
3600885,11101,-8230803.96,4973326.58
4208661,10457,-8225448.94,4989516.31
4183271,11420,-8217458.98,4965732.78
3677611,11226,-8233237.41,4961228.19
4507192,11368,-8221489.86,4973840.78
3625025,11206,-8230358.68,4969499.42
4324032,,-8226012.77,4997586.66
3905823,11414,-8219138.79,4962581.12
78543,10474,-8225585.33,4985229.19
3926277,,-8221043.47,4973707.52
185744,11221,-8228475.07,4966608.94
4442493,,-8228805.33,4992171.78
4482322,11385,-8225279.18,4968597.20
200084,11222,-8233066.50,4972246.77
4607903,11232,-8237876.09,4961813.80
3715333,,-8259089.69,4951600.02
3954372,11427,-8210268.86,4971818.36
3627229,10036,-8235981.43,4976916.26
4412186,11356,-8220089.02,4980194.12
3153825,11220,-8238509.07,4958974.49
4560141,11361,-8212003.21,4977419.48
3382878,11236,-8228801.29,4960956.55
4217385,11385,-8227849.54,4970062.77
4280829,11217,-8236216.32,4965166.75
3338440,11101,-8230391.95,4974505.28
3939175,,-8231361.67,4990064.18
4521461,,-8219142.13,4976057.14
3634934,10463,-8225701.08,4995055.31
2841165,,-8234086.50,4975229.37
3242318,10451,-8228514.97,4985827.08
3402322,10471,-8226329.91,4998314.86
3862823,11249,-8233080.45,4968105.74
4060163,10458,-8224947.00,4990856.39
4044780,11209,-8240402.60,4958139.59
4026708,,-8226265.47,4993311.72
4477910,11368,-8222353.25,4973312.33
3782554,11691,-8209408.36,4954557.96
4113993,,-8231263.71,4962915.42
3525456,11210,-8232738.70,4956942.15
4000950,10002,-8236712.80,4971481.55
3619115,11220,-8238925.83,4957941.57
4022859,10168,-8235012.95,4975766.18
3671562,10029,-8230911.94,4982552.51
3673247,11226,-8232897.33,4959720.96
3097452,,-8216040.75,4965710.41
123881,11204,-8236744.54,4956069.81
3569918,,-8232076.90,4978124.68
3221633,,-8230088.37,4988945.11
174812,11216,-8232132.25,4963768.05
3849443,11434,-8212326.04,4962198.56
128162,11234,-8228481.66,4956997.42
4477555,,-8231519.75,4984128.27
3371923,11201,-8235920.12,4967609.69
3771669,10065,-8233318.67,4977739.00
39995,10019,-8237035.46,4978584.77
122943,11214,-8236868.63,4953736.23
4518101,11201,-8235159.89,4967110.56
3786216,,-8217780.70,4992964.75
1019478,10016,-8235440.58,4975760.00
4201184,11362,-8208094.34,4978536.83
1092,10038,-8238363.48,4969841.08
3650865,11222,-8231643.31,4971166.79
351087,11102,-8229495.46,4978642.31
3424539,,-8215873.79,4963268.67
3253771,11237,-8229374.51,4970056.06
3208406,11211,-8232108.39,4969060.39
58003,10025,-8234343.89,4982385.86
3995867,,-8233264.12,4962459.18
238923,11377,-8226044.27,4975323.38
3965903,,-8231156.85,4974969.62
3290109,11204,-8236548.72,4957413.92
3559534,,-8229924.54,4985142.69
1024580,11434,-8211881.92,4962910.05
3280436,11214,-8236238.39,4951343.98
1014206,11375,-8219115.27,4970562.33
3658334,,-8237790.37,4955278.52
3023595,,-8218259.61,4963076.47
3929599,10470,-8222981.54,4997059.86
4233857,11356,-8220594.85,4980192.65
2821518,11361,-8212186.73,4977632.83
4368177,10463,-8227232.83,4995206.96
3567491,11103,-8227949.73,4977356.14
318404,11104,-8228695.40,4974546.61
3078809,,-8208342.66,4975144.94
3879878,11411,-8207697.38,4967203.50
4390412,11229,-8232579.51,4953378.40
4497022,11205,-8233191.10,4966559.28
25550,10003,-8235668.43,4973482.29
3288882,11215,-8236219.92,4962633.15
4331525,10001,-8238168.86,4975833.19
4576367,,-8228516.35,4992065.65
4416008,11201,-8237295.00,4966640.02
2872922,,-8232060.06,4987948.18
3553569,,-8224960.80,4968413.36
3756183,10002,-8236727.27,4969632.47
4190337,10462,-8221463.14,4987871.26
4239606,11368,-8222939.24,4975798.66
4577770,11228,-8238401.52,4957091.01
3225495,10458,-8224687.94,4990817.11
3315890,11217,-8235345.17,4966236.64
4033275,11215,-8236307.60,4964532.94
4449734,,-8227761.60,4964239.97
4113920,11207,-8227627.35,4965645.44
311629,10027,-8232711.48,4984966.55
3821529,11228,-8239193.00,4955581.63
3915440,,-8246845.10,4955511.68
3482597,11377,-8225858.04,4973713.69
3659162,10467,-8223349.45,4994457.98
4575566,10036,-8237049.54,4976899.21
3180383,11214,-8238443.24,4953439.24
3126286,10472,-8224296.27,4987079.95
4473024,,-8255382.19,4955912.61
4560440,,-8228854.76,4962806.09
3714082,11364,-8210245.48,4974558.21
164076,11208,-8223109.79,4966412.21
3935764,,-8238921.38,4959970.66
172669,11238,-8233126.58,4964761.61
3694609,11372,-8225489.57,4975398.23
99281,10466,-8219880.30,4995354.98
3143395,11432,-8214600.04,4969887.95
3179641,10457,-8226926.73,4989848.39
3899301,11417,-8220306.53,4965077.65
3997763,11207,-8226160.83,4964629.66
194168,11249,-8233800.86,4969731.10
1022362,11238,-8234156.91,4965550.11
4147815,,-8229881.12,4984835.72
3186189,11385,-8226566.34,4967713.15
3484169,11372,-8224759.31,4975447.17
4435314,11373,-8223349.45,4972771.56
2820658,11219,-8237094.06,4958517.10
164046,11208,-8223721.81,4966210.83
3822396,10459,-8225489.57,4985872.71
3513174,10029,-8232201.02,4982045.94
3323490,11422,-8208013.57,4964589.76
3541181,11201,-8237295.00,4966640.02
3745363,11238,-8233698.27,4965523.45
3481324,,-8237888.33,4970983.63
4607746,10023,-8235648.59,4979637.69
3996217,,-8217248.03,4968651.53
3709430,,-8235226.69,4979665.62
4425884,11363,-8210603.93,4977342.47
3751884,10006,-8239367.77,4969322.61
3895309,10473,-8222959.28,4985606.76
3850612,10472,-8222283.57,4987501.98
4170145,10475,-8218989.18,4993187.62
243282,11377,-8227739.84,4974401.32
137995,11212,-8227727.65,4961465.38
4199857,10456,-8227000.18,4987666.76
4301059,11211,-8232871.17,4970891.69
4559106,11226,-8233573.59,4961053.00
4180433,11228,-8238761.08,4957139.71
3980956,,-8223204.18,4994353.01
3553202,10281,-8239483.54,4970380.73
176512,11217,-8234419.72,4964556.66
4609633,,-8229070.72,4991534.60
4181934,11433,-8214122.74,4967236.53
278859,11102,-8228895.04,4978617.17
3470161,11103,-8228324.88,4977144.65
199348,11222,-8232344.69,4972365.34
3467196,10454,-8228954.95,4984416.10
209509,11412,-8210882.97,4969453.97
4392701,11691,-8210502.63,4954088.46
4525964,11210,-8232514.94,4958405.97
3557692,,-8214578.03,4974029.13
3410472,10039,-8230482.25,4986004.07
4241467,11420,-8216989.21,4963697.51
250303,11355,-8216754.01,4975859.60
3633380,11418,-8217288.66,4968358.44
3348861,10016,-8235206.95,4974908.55
4260414,,-8209427.28,4970506.74
3474005,11420,-8215779.62,4964081.46
267245,11375,-8220672.10,4972444.30
302008,10307,-8264155.87,4939678.41
320440,10301,-8247112.32,4960067.98
428713,10036,-8236822.21,4976775.06
4175682,11423,-8212828.09,4969843.95
3805985,,-8226299.98,4990581.18
2828891,10301,-8248903.94,4956018.23
